FumblesLost,OFRTD,PassingInterceptions,PassingTDs,PassingYards,ReceivingTDs,ReceivingYards,Receptions,RushingTDs,RushingYards,Salary,TwoPtsPassing,TwoPtsReceiving,TwoPtsRushing,Name,Team,Position,GSIS_ID,HmeFldAdv,NextGame
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.0,0.0,0.0,Matt Schaub,BAL,QB,00-0022787,HME,KC@Bal 01:00PM ET
1.0,0.0,0.0,5.0,337.0,0.0,0.0,0.0,1.0,31.0,6100,0.0,0.0,0.0,Matthew Stafford,DET,QB,00-0026498,HME,Det@NO 08:30PM ET
0.0,0.0,0.0,0.0,0.0,1.0,102.0,0.0,0.0,0.0,5700,0.0,0.0,0.0,Michael Crabtree,OAK,WR,00-0026986,HME,GB@Oak 04:05PM ET
0.0,0.0,0.0,0.0,0.0,1.0,102.0,0.0,0.0,0.0,4400,0.0,0.0,0.0,Michael Floyd,ARI,WR,00-0029638,HME,Ari@Phi 08:30PM ET
1.0,0.0,0.0,0.0,0.0,1.0,152.0,0.0,0.0,0.0,7400,0.0,0.0,0.0,Mike Evans,TB,WR,00-0031408,HME,TB@StL 08:25PM ET
0.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,3400,0.0,0.0,0.0,Nate Washington,HOU,WR,00-0023367,HME,Hou@Ind 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,149.0,0.0,0.0,0.0,9200,0.0,0.0,0.0,Odell Beckham,NYG,WR,00-0031235,HME,Car@NYG 01:00PM ET
0.0,0.0,4.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,5800,0.0,0.0,0.0,Peyton Manning,DEN,QB,00-0010346,HME,Den@Pit 04:25PM ET
0.0,0.0,2.0,3.0,336.0,0.0,0.0,0.0,0.0,8.0,5500,2.0,0.0,0.0,Philip Rivers,SD,QB,00-0022942,HME,Mia@SD 04:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,4100,0.0,0.0,0.0,Pierre Garcon,WAS,WR,00-0026345,HME,Buf@Was 01:00PM ET
0.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,9.0,6300,0.0,0.0,0.0,Randall Cobb,GB,WR,00-0028002,HME,GB@Oak 04:05PM ET
0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,4300,0.0,0.0,0.0,Richard Rodgers,GB,TE,00-0031384,HME,GB@Oak 04:05PM ET
0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,3900,0.0,0.0,0.0,Rishard Matthews,MIA,WR,00-0029580,HME,Mia@SD 04:25PM ET
0.0,0.0,0.0,0.0,0.0,1.0,113.0,0.0,0.0,0.0,7700,0.0,0.0,0.0,Rob Gronkowski,NE,TE,00-0027656,HME,Ten@NE 01:00PM ET
0.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,2.0,60.0,4300,0.0,0.0,0.0,Ronnie Hillman,DEN,RB,00-0029683,HME,Den@Pit 04:25PM ET
0.0,1.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,3500,0.0,0.0,0.0,Rueben Randle,NYG,WR,00-0029262,HME,Car@NYG 01:00PM ET
0.0,1.0,1.0,5.0,345.0,0.0,0.0,0.0,0.0,52.0,7000,0.0,0.0,0.0,Russell Wilson,SEA,QB,00-0029263,HME,Cle@Sea 04:05PM ET
0.0,1.0,2.0,4.0,277.0,0.0,0.0,0.0,0.0,30.0,5400,0.0,0.0,0.0,Ryan Fitzpatrick,NYJ,QB,00-0023682,HME,NYJ@Dal 08:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,38.0,4000,0.0,0.0,0.0,Ryan Mathews,PHI,RB,00-0027864,HME,Ari@Phi 08:30PM ET
0.0,1.0,1.0,4.0,282.0,0.0,0.0,0.0,0.0,24.0,5100,0.0,0.0,0.0,Ryan Tannehill,MIA,QB,00-0029701,HME,Mia@SD 04:25PM ET
0.0,1.0,1.0,1.0,247.0,0.0,0.0,0.0,0.0,3.0,5100,0.0,0.0,0.0,Sam Bradford,PHI,QB,00-0027854,HME,Ari@Phi 08:30PM ET
0.0,0.0,0.0,0.0,0.0,1.0,168.0,0.0,0.0,0.0,6200,0.0,0.0,0.0,Sammy Watkins,BUF,WR,00-0031325,HME,Buf@Was 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,Stefon Diggs,MIN,WR,00-0031588,HME,Chi@Min 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,115.0,4900,0.0,0.0,1.0,T.J. Yeldon,JAC,RB,00-0032209,HME,Atl@Jax 01:00PM ET
0.0,0.0,0.0,0.0,0.0,2.0,150.0,0.0,0.0,0.0,5900,0.0,0.0,0.0,T.Y. Hilton,IND,WR,00-0029608,HME,Hou@Ind 01:00PM ET
1.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,1.0,40.0,3900,0.0,0.0,0.0,Tavon Austin,STL,WR,00-0030525,HME,TB@StL 08:25PM ET
0.0,0.0,0.0,0.0,0.0,2.0,120.0,0.0,0.0,43.0,4600,0.0,0.0,0.0,Ted Ginn,CAR,WR,00-0025396,HME,Car@NYG 01:00PM ET
0.0,0.0,1.0,1.0,296.0,0.0,0.0,0.0,1.0,43.0,5100,0.0,0.0,0.0,Teddy Bridgewater,MIN,QB,00-0031237,HME,Chi@Min 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,72.0,0.0,0.0,14.0,4000,0.0,0.0,0.0,Theo Riddick,DET,RB,00-0030107,HME,Det@NO 08:30PM ET
0.0,1.0,0.0,0.0,0.0,1.0,46.0,0.0,1.0,209.0,6500,0.0,0.0,0.0,Thomas Rawls,SEA,RB,00-0031897,HME,Cle@Sea 04:05PM ET
0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2.0,140.0,6700,0.0,0.0,0.0,Todd Gurley,STL,RB,00-0032241,HME,TB@StL 08:25PM ET
0.0,1.0,2.0,4.0,356.0,0.0,36.0,0.0,1.0,17.0,7800,0.0,0.0,0.0,Tom Brady,NE,QB,00-0019596,HME,Ten@NE 01:00PM ET
0.0,0.0,3.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,5600,0.0,0.0,0.0,Tony Romo,DAL,QB,00-0021678,HME,NYJ@Dal 08:25PM ET
0.0,1.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,10.0,4500,0.0,0.0,0.0,Travis Benjamin,CLE,WR,00-0029269,HME,Cle@Sea 04:05PM ET
0.0,0.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,4400,0.0,0.0,0.0,Travis Kelce,KC,TE,00-0030506,HME,KC@Bal 01:00PM ET
0.0,1.0,0.0,0.0,0.0,3.0,53.0,0.0,0.0,0.0,5200,0.0,0.0,0.0,Tyler Eifert,CIN,TE,00-0030549,HME,Cin@SF 04:25PM ET
0.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,5.0,4200,0.0,0.0,0.0,Tyler Lockett,SEA,WR,00-0032211,HME,Cle@Sea 04:05PM ET
0.0,0.0,0.0,3.0,211.0,0.0,0.0,0.0,1.0,44.0,5600,0.0,0.0,0.0,Tyrod Taylor,BUF,QB,00-0028118,HME,Buf@Was 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,4500,0.0,0.0,0.0,Vincent Jackson,TB,WR,00-0023496,HME,TB@StL 08:25PM ET
1.0,1.0,0.0,0.0,0.0,2.0,95.0,0.0,0.0,0.0,4600,0.0,0.0,0.0,Willie Snead,NO,WR,00-0030663,HME,Det@NO 08:30PM ET
